// UPGRADE,UNIT,TYPE,EPOCH,HP,LOS,DAMAGE,RANGE,RELOAD,BUILDTIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,DISPLAYNAME,DISPLAYNAME,VISUAL,UI VISUAL,ICON,MMCOLOR,POP CAPACITY,FULLMAP,TOOLTIP,SNDSEL,SNDMOVE,SNDATTACK,SNDDEATH,UPGRADEREFS,CIV
HeavyArtilleryUpgradeEpoch13,HeavyArtillery,"""Unit""",13,650,15,480,18,10,80,0,900,400,210,0,0,0,0,700,tx_utn_heavyArt13_name,tx_utn_heavyArt13_pname,HeavyArtillery_13,,icon_unit_Howitzer109,[0 0 0 0],0,0,vtt_unit_SelfPropelledArtillery,[v_HeavyArtillery_12_sel01],[v_HeavyArtillery_12_com01 v_HeavyArtillery_12_com02],[v_HeavyArtillery_12_com01 v_HeavyArtillery_12_com02 v_HeavyArtillery_12_spe01],[],[HeavyArtillery_Improve_Reset HeavyArtilleryEpoch13Attack],All
HeavyArtilleryUpgradeEpoch14,HeavyArtillery,"""Unit""",14,1000,16,650,20,10,80,0,900,400,210,0,0,0,0,700,tx_utn_heavyArt14_name,tx_utn_heavyArt14_pname,HeavyArtillery_14,,icon_unit_Howitzer109,[0 0 0 0],0,0,vtt_unit_SelfPropelledArtillery,[v_HeavyArtillery_14_sel01],[v_HeavyArtillery_14_com01 v_HeavyArtillery_14_com02],[v_HeavyArtillery_14_com01 v_HeavyArtillery_14_com02 v_HeavyArtillery_14_spe01],[],[HeavyArtillery_Improve_Reset HeavyArtilleryEpoch13Attack ],All
HeavyArtilleryUpgradeEpoch15,HeavyArtillery,"""Unit""",15,1000,17,650,20,10,80,0,900,400,210,0,0,0,0,700,tx_utn_heavyArt14_name,tx_utn_heavyArt14_pname,HeavyArtillery_15,,icon_unit_ArmorySiegeTank,[0 0 0 0],0,0,vtt_unit_SelfPropelledArtillery,[v_HeavyArtillery_14_sel01],[v_HeavyArtillery_14_com01 v_HeavyArtillery_14_com02],[v_HeavyArtillery_14_com01 v_HeavyArtillery_14_com02 v_HeavyArtillery_14_spe01],[],[HeavyArtillery_Improve_Reset HeavyArtilleryEpoch13Attack ],All
LightMounted1UpgradeEpoch1,LightMounted1,"""Unit""",2,150,7,12,6,2.5,45,0,35,0,25,15,0,0,0,0,tx_utn_LightMnt1_e2_name,tx_utn_LightMnt1_e2_pname,LightMounted1_02,,icon_unit_mounted_slinger,[0 0 0 0],0,0,vtt_unit_MountedSlinger,[v_LightMounted1_02_sel01],[v_LightMounted1_02_com01 v_LightMounted1_02_com02],[v_LightMounted1_02_com01 v_LightMounted1_02_com02 v_LightMounted1_02_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch2Attack],All
LightMounted1UpgradeEpoch2,LightMounted1,"""Unit""",2,210,7,12,6,2.5,45,0,35,0,35,15,0,0,0,0,tx_utn_LightMnt1_e2_name,tx_utn_LightMnt1_e2_pname,LightMounted1_02,,icon_unit_mounted_slinger,[0 0 0 0],0,0,vtt_unit_MountedSlinger,[v_LightMounted1_02_sel01],[v_LightMounted1_02_com01 v_LightMounted1_02_com02],[v_LightMounted1_02_com01 v_LightMounted1_02_com02 v_LightMounted1_02_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch2Attack],All
LightMounted1UpgradeEpoch4,LightMounted1,"""Unit""",4,240,7,16,6,2.5,45,0,37,0,37,0,17,0,0,0,tx_utn_LightMnt1_e4_name,tx_utn_LightMnt1_e4_pname,LightMounted1_04,,icon_unit_mounted_skirmisher,[0 0 0 0],0,0,vtt_unit_MountedSkirmisher,[v_LightMounted1_04_sel01],[v_LightMounted1_04_com01 v_LightMounted1_04_com02],[v_LightMounted1_04_com01 v_LightMounted1_04_com02 v_LightMounted1_04_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch4Attack],All
LightMounted1UpgradeEpoch6,LightMounted1,"""Unit""",6,270,8,20,7,2.5,45,0,39,0,39,0,19,0,0,0,tx_utn_LightMnt1_e6_name,tx_utn_LightMnt1_e6_pname,LightMounted1_06,,icon_unit_horsearcher,[0 0 0 0],0,0,vtt_unit_HorseArcher,[v_LightMounted1_06_sel01],[v_LightMounted1_06_com01 v_LightMounted1_06_com02],[v_LightMounted1_06_com01 v_LightMounted1_06_com02 v_LightMounted1_06_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch6Attack],All
LightMounted1UpgradeEpoch8,LightMounted1,"""Unit""",8,300,8,24,7,2.5,45,0,44,0,42,0,24,0,0,0,tx_utn_LightMnt1_e8_name,tx_utn_LightMnt1_e8_pname,LightMounted1_08,,icon_unit_Carabineer,[0 0 0 0],0,0,vtt_unit_Carabineer,[v_LightMounted1_08_sel01],[v_LightMounted1_08_com01 v_LightMounted1_08_com02],[v_LightMounted1_08_com01 v_LightMounted1_08_com02 v_LightMounted1_08_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch8Attack],All
LightMounted1UpgradeEpoch10,LightMounted1,"""Unit""",10,350,9,30,8,2.5,45,0,46,0,46,0,0,26,0,0,tx_utn_LightMnt1_e10_name,tx_utn_LightMnt1_e10_pname,LightMounted1_10,,icon_unit_Dragoon,[0 0 0 0],0,0,vtt_unit_Dragoon,[v_LightMounted1_10_sel01],[v_LightMounted1_10_com01 v_LightMounted1_10_com02],[v_LightMounted1_10_com01 v_LightMounted1_10_com02 v_LightMounted1_10_spe01],[],[LightMounted_Improve_Reset LightMounted1Epoch10Attack],All
LightMounted1UpgradeEpoch11,Tank,"""Unit""",11,850,11,19,11,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,LightMounted1_11,,icon_unit_MachinegunTank,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_LightMounted1_11_sel01],[v_LightMounted1_11_com01 v_LightMounted1_11_com02],[v_LightMounted1_11_com01 v_LightMounted1_11_com02 v_LightMounted1_11_spe01],[],[LightMounted_Improve_Reset ZSL92Epoch11Attack1],All
LightMounted1UpgradeEpoch12,Tank,"""Unit""",12,1085,12,21,12,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e12_name,tx_utn_LightMnt1_e12_pname,LightMounted1_12,,Pz2,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_LightMounted1_12_sel01],[v_LightMounted1_12_com01 v_LightMounted1_12_com02],[v_LightMounted1_12_com01 v_LightMounted1_12_com02 v_LightMounted1_12_spe01],[],[LightMounted_Improve_Reset ZSL92Epoch12Attack],All
LightMounted1UpgradeEpoch13,Tank,"""Unit""",13,1350,13,25,13,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,LightMounted1_13,,icon_unit_AsianAPC,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[LightMounted_Improve_Reset ZSL92Epoch13Attack ],All
LightMounted1UpgradeEpoch14,Tank,"""Unit""",14,1600,14,31,14,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e13_name,tx_utn_LightMnt1_e13_pname,LightMounted1_13,,icon_unit_AsianAPC,[0 0 0 0],0,0,vtt_unit_AsianAPC,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[LightMounted_Improve_Reset ZSL92Epoch13Attack ],All
LightMounted1UpgradeEpoch15,Tank,"""Unit""",15,1800,15,35,15,0.2,70,200,300,175,250,0,0,0,0,0,tx_utn_LightMnt1_e15_name,tx_utn_LightMnt1_e15_pname,LightMounted1_15,,icon_unit_SciFiAPC,[0 0 0 0],0,0,vtt_unit_DisruptorMediumTank,[v_LightMounted1_15_sel01],[v_LightMounted1_15_com01 v_LightMounted1_15_com02],[v_LightMounted1_15_com01 v_LightMounted1_15_com02 v_LightMounted1_15_spe01],[],[LightMounted_Improve_Reset ZSL92Epoch14Attack],All
LightMounted2UpgradeEpoch13,LightMounted2,"""Unit""",13,1930,14,420,14,3,70,450,550,0,0,0,0,0,300,600,tx_utn_LightMnt2_e13_name,tx_utn_LightMnt2_e13_pname,LightMounted2_13,,icon_unit_MissileHelicopter,[0 0 0 0],0,0,vtt_unit_MissileHelicopter,[v_LightMounted2_13_sel01],[v_LightMounted2_13_com01 v_LightMounted2_13_com02],[v_LightMounted2_13_com01 v_LightMounted2_13_com02 v_LightMounted2_13_spe01],[],[LightMounted_Improve_Reset LightMounted2Epoch13Attack],All
LightMounted2UpgradeEpoch14,LightMounted2,"""Unit""",14,2084,15,500,15,3,70,450,550,0,0,0,0,0,300,600,tx_utn_LightMnt2_e13_name,tx_utn_LightMnt2_e13_pname,LightMounted2_14,,icon_unit_MissileHelicopter,[0 0 0 0],0,0,vtt_unit_MissileHelicopter,[v_LightMounted2_13_sel01],[v_LightMounted2_13_com01 v_LightMounted2_13_com02],[v_LightMounted2_13_com01 v_LightMounted2_13_com02 v_LightMounted2_13_spe01],[],[LightMounted_Improve_Reset LightMounted2Epoch13Attack],All
LightMounted2UpgradeEpoch15,LightMounted2,"""Unit""",15,2180,16,600,16,3,70,450,550,0,0,0,0,0,300,600,tx_utn_LightMnt2_e15_name,tx_utn_LightMnt2_e15_pname,LightMounted2_15,,icon_unit_HMissileHelicopter,[0 0 0 0],0,0,vtt_unit_HeavyMissileHelicopter,[v_LightMounted2_15_sel01],[v_LightMounted2_15_com01 v_LightMounted2_15_com02],[v_LightMounted2_15_com01 v_LightMounted2_15_com02 v_LightMounted2_15_spe01],[],[LightMounted_Improve_Reset LightMounted2Epoch15Attack],All
LightMounted3UpgradeEpoch14,LightMounted3,"""Unit""",15,4100,16,410,16,3,70,450,550,0,0,0,0,0,300,600,tx_utn_LightMnt3_e14_name,tx_utn_LightMnt3_e14_pname,LightMounted3,,icon_unit_4leg_mech,[0 0 0 0],0,0,vtt_unit_TalonLightHERC,[v_HeavyInfantry1_15_sel01],[v_HeavyInfantry1_15_spe01 v_HeavyInfantry1_15_com01 v_HeavyInfantry1_15_com02],[v_HeavyInfantry1_15_spe01 v_HeavyInfantry1_15_com01 v_HeavyInfantry1_15_com02],[],[LightMounted_Improve_Reset LightMounted3Epoch14Attack],All
HeavyMounted1UpgradeEpoch1,HeavyMounted1,"""Unit""",2,225,5,10,1.2,1.5,45,35,0,0,35,25,0,0,0,0,tx_utn_HvyMntd1_e2,tx_utn_HvyMntd1_e2_pname,HeavyMounted1_02,,icon_unit_MountedInfantry,[0 0 0 0],0,0,vtt_unit_MountedInfantry,[v_HeavyMounted1_02_sel01],[v_HeavyMounted1_02_com01 v_HeavyMounted1_02_com02 v_HeavyMounted1_02_spe01],[v_HeavyMounted1_02_com01 v_HeavyMounted1_02_com02 v_HeavyMounted1_02_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch2Attack],All
HeavyMounted1UpgradeEpoch2,HeavyMounted1,"""Unit""",2,255,5,14,1.2,1.5,45,35,0,0,35,15,0,0,0,0,tx_utn_HvyMntd1_e2,tx_utn_HvyMntd1_e2_pname,HeavyMounted1_02,,icon_unit_MountedInfantry,[0 0 0 0],0,0,vtt_unit_MountedInfantry,[v_HeavyMounted1_02_sel01],[v_HeavyMounted1_02_com01 v_HeavyMounted1_02_com02 v_HeavyMounted1_02_spe01],[v_HeavyMounted1_02_com01 v_HeavyMounted1_02_com02 v_HeavyMounted1_02_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch2Attack],All
HeavyMounted1UpgradeEpoch4,HeavyMounted1,"""Unit""",4,275,5,20,1.2,1.5,45,37,0,0,37,17,0,0,0,0,tx_utn_HvyMntd1_e4,tx_utn_HvyMntd1_e4_pname,HeavyMounted1_04,,icon_unit_armored_cavalry,[0 0 0 0],0,0,vtt_unit_ArmoredCavalry,[v_HeavyMounted1_04_sel01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch4Attack],All
HeavyMounted1UpgradeEpoch6,HeavyMounted1,"""Unit""",6,295,5,25,1.2,1.5,45,39,0,0,39,0,19,0,0,0,tx_utn_HvyMntd1_e6,tx_utn_HvyMntd1_e6_pname,HeavyMounted1_06,,icon_unit_elite_cavalry,[0 0 0 0],0,0,vtt_unit_EliteCavalry,[v_HeavyMounted1_06_sel01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch6Attack],All
HeavyMounted1UpgradeEpoch8,HeavyMounted1,"""Unit""",8,325,5,30,1.2,1.5,45,44,0,0,42,0,24,0,0,0,tx_utn_HvyMntd1_e8,tx_utn_HvyMntd1_e8_pname,HeavyMounted1_08,,icon_unit_Lancer,[0 0 0 0],0,0,vtt_unit_Lancer,[v_HeavyMounted1_08_sel01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch8Attack],All
HeavyMounted1UpgradeEpoch10,HeavyMounted1,"""Unit""",10,405,5,35,1.2,1.5,45,46,0,0,46,0,0,26,0,0,tx_utn_HvyMntd1_e10,tx_utn_HvyMntd1_e10_pname,HeavyMounted1_10,,icon_unit_ImperialLancer,[0 0 0 0],0,0,vtt_unit_ImperialLancer,[v_HeavyMounted1_10_sel01],[v_HeavyMounted1_10_com01 v_HeavyMounted1_10_com02 v_HeavyMounted1_10_spe01],[v_HeavyMounted1_10_com01 v_HeavyMounted1_10_com02 v_HeavyMounted1_10_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch10Attack],All
HeavyMounted1UpgradeEpoch11,HeavyTank,"""Unit""",11,1900,12,140,12,3,70,0,500,0,500,0,0,500,150,0,tx_utn_HvyMntd1_e11,tx_utn_HvyMntd1_e11_pname,HeavyMounted1_11,,icon_unit_tankrenault,[0 0 0 0],0,0,vtt_unit_GunTank,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch11Attack T99AEpoch11Move],All
HeavyMounted1UpgradeEpoch12,HeavyTank,"""Unit""",12,2500,13,195,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_HvyMntd1_e12,tx_utn_HvyMntd1_e12_pname,HeavyMounted1_12,,icon_unit_assaulttank,[0 0 0 0],0,0,vtt_unit_AssaultTank,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch12Attack T99AEpoch12Move],All
HeavyMounted1UpgradeEpoch13,HeavyTank,"""Unit""",13,3400,14,260,14,3,70,0,520,0,520,0,0,0,520,160,tx_utn_HvyMntd1_e13,tx_utn_HvyMntd1_e13_pname,HeavyMounted1_13,,icon_unit_MainBattleTank,[0 0 0 0],0,0,vtt_unit_MainBattleTank,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch13Attack T99AEpoch13Move],All
HeavyMounted1UpgradeEpoch14,HeavyTank,"""Unit""",14,4030,15,320,15,3,70,0,520,0,520,0,0,0,520,160,tx_utn_HvyMntd1_e14,tx_utn_HvyMntd1_e14_pname,HeavyMounted1_14,,icon_unit_MainBattleTank2,[0 0 0 0],0,0,vtt_unit_MainBattleTank2,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[HeavyMounted1Epoch14Attack T99AEpoch14Move],All
HeavyMounted1UpgradeEpoch15,HeavyTank,"""Unit""",15,4600,16,380,16,3,70,0,520,0,520,0,0,0,520,160,tx_utn_HvyMntd1_e15,tx_utn_HvyMntd1_e15_pname,HeavyMounted1_15,,icon_unit_MyrmidonTank,[0 0 0 0],0,0,vtt_unit_MyrmidonTank,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted1Epoch15Attack T99AEpoch14Move],All
HeavyMounted2UpgradeEpoch13,HeavyMounted2,"""Unit""",13,1800,13,46,13,0.2,70,0,450,0,450,0,0,0,450,200,tx_utn_HvyMntd2_e13,tx_utn_HvyMntd2_e13_pname,HeavyMounted2_13,,icon_unit_GunHelicopter,[0 0 0 0],0,0,vtt_unit_GunHelicopter,[v_HeavyMounted2_13_sel01],[v_HeavyMounted2_13_com01 v_HeavyMounted2_13_com02],[v_HeavyMounted2_13_com01 v_HeavyMounted2_13_com02 v_HeavyMounted2_13_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted2Epoch13Attack],All
HeavyMounted2UpgradeEpoch14,HeavyMounted2,"""Unit""",14,2000,14,55,14,0.2,70,0,500,0,500,0,0,0,500,200,tx_utn_HvyMntd2_e13,tx_utn_HvyMntd2_e13_pname,HeavyMounted2_14,,icon_unit_GunHelicopter,[0 0 0 0],0,0,vtt_unit_GunHelicopter,[v_HeavyMounted2_13_sel01],[v_HeavyMounted2_13_com01 v_HeavyMounted2_13_com02],[v_HeavyMounted2_13_com01 v_HeavyMounted2_13_com02 v_HeavyMounted2_13_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted2Epoch13Attack],All
HeavyMounted2UpgradeEpoch15,HeavyMounted2,"""Unit""",15,2150,15,61,15,0.2,70,0,550,0,550,0,0,0,550,200,tx_utn_HvyMntd2_e15,tx_utn_HvyMntd2_e15_pname,HeavyMounted2_15,,icon_unit_HGunHelicopter,[0 0 0 0],0,0,vtt_unit_HeavyGunHelicopter,[v_HeavyMounted2_15_sel01],[v_HeavyMounted2_15_com01 v_HeavyMounted2_15_com02],[v_HeavyMounted2_15_com01 v_HeavyMounted2_15_com02 v_HeavyMounted2_15_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted2Epoch15Attack],All
HeavyMounted3UpgradeEpoch14,HeavyMounted3,"""Unit""",15,4500,14,450,16,3,80,0,0,450,600,0,0,0,600,400,tx_utn_HvyMntd3_e14,tx_utn_HvyMntd3_e14_pname,HeavyMounted3,,icon_unit_2leg_mech,[0 0 0 0],0,0,vtt_unit_MinotaurHeavyHERC,[v_HeavyMounted3_14_sel01],[v_HeavyMounted3_14_com01 v_HeavyMounted3_14_com02],[v_HeavyMounted3_14_com01 v_HeavyMounted3_14_com02 v_HeavyMounted3_14_spe01],[],[HeavyMounted_Improve_Reset HeavyMounted3Epoch14Attack],All
WarGalleyUpgradeEpoch1,WarGalley,"""Unit""",1,1119,9,42,8,3,90,200,600,0,600,200,0,0,0,0,tx_utn_wargalley1_name,tx_utn_wargalley1_pname,WarGalley_01,,icon_unit_Galley,[0 0 0 0],0,0,vtt_unit_Galley,[v_WarGalley_01_sel01],[v_WarGalley_01_com01 v_WarGalley_01_com02],[v_WarGalley_01_com01 v_WarGalley_01_com02 v_WarGalley_01_spe01],[],[WarGalley_Improve_Reset WarGalleyEpoch1Attack],All
WarGalleyUpgradeEpoch3,WarGalley,"""Unit""",3,1541,9,66,8,3,90,200,600,0,600,200,0,0,0,0,tx_utn_wargalley3_name,tx_utn_wargalley3_pname,WarGalley_03,,icon_unit_Trireme,[0 0 0 0],0,0,vtt_unit_Trireme,[v_WarGalley_03_sel01],[v_WarGalley_03_com01 v_WarGalley_03_com02],[v_WarGalley_03_com01 v_WarGalley_03_com02 v_WarGalley_03_spe01],[],[WarGalley_Improve_Reset WarGalleyEpoch3Attack WarGalleyEpoch3Garrison WarGalleyEpoch3Size],All
WarGalleyUpgradeEpoch5,WarGalley,"""Unit""",5,1963,9,89,9,3,90,200,600,0,600,200,0,0,0,0,tx_utn_wargalley5_name,tx_utn_wargalley5_pname,WarGalley_05,,icon_unit_Decareme,[0 0 0 0],0,0,vtt_unit_Decareme,[v_WarGalley_05_sel01],[v_WarGalley_05_com01 v_WarGalley_05_com02],[v_WarGalley_05_com01 v_WarGalley_05_com02 v_WarGalley_05_spe01],[],[WarGalley_Improve_Reset WarGalleyEpoch5Attack WarGalleyEpoch5Garrison WarGalleyEpoch5Size],All
GalleonUpgradeEpoch6,Galleon,"""Unit""",6,2500,8,145,8,3,90,200,650,400,650,0,0,0,0,0,tx_utn_galleon6_name,tx_utn_galleon6_pname,Galleon_06,,icon_unit_Galleass,[0 0 0 0],0,0,vtt_unit_Galleass,[v_galleon_06_sel01],[v_galleon_06_com01 v_galleon_06_com02],[v_galleon_06_com01 v_galleon_06_com02 v_galleon_06_spe01],[],[Galleon_Improve_Reset GalleonEpoch6Attack],All
GalleonUpgradeEpoch8,Galleon,"""Unit""",8,2800,10,180,10,3,90,200,650,400,650,0,0,0,0,0,tx_utn_galleon8_name,tx_utn_galleon8_pname,Galleon_08,,icon_unit_Carrack,[0 0 0 0],0,0,vtt_unit_Carrack,[v_galleon_08_sel01],[v_galleon_08_com01 v_galleon_08_com02],[v_galleon_08_com01 v_galleon_08_com02 v_galleon_08_spe01],[],[Galleon_Improve_Reset GalleonEpoch8Attack GalleonEpoch8Size],All
GalleonUpgradeEpoch9,Galleon,"""Unit""",9,3300,12,230,12,3,90,200,650,400,650,0,0,0,0,0,tx_utn_galleon10_name,tx_utn_galleon10_pname,Galleon_09,,icon_unit_Galleon,[0 0 0 0],0,0,vtt_unit_Galleon,[v_galleon_10_sel01],[v_galleon_10_com01 v_galleon_10_com02],[v_galleon_10_com01 v_galleon_10_com02 v_galleon_10_spe01],[],[Galleon_Improve_Reset GalleonEpoch11Attack GalleonEpoch10Size],All
GalleonUpgradeEpoch10,Galleon,"""Unit""",10,3500,14,250,14,3,90,200,650,400,650,0,0,0,0,0,tx_utn_cruiser10_name,tx_utn_cruiser10_pname,Galleon_10,,icon_unit_origparax,[0 0 0 0],0,0,vtt_unit_cruiser2,[v_galleon_10_sel01],[v_galleon_10_com01 v_galleon_10_com02],[v_galleon_10_com01 v_galleon_10_com02 v_galleon_10_spe01],[],[Galleon_Improve_Reset GalleonEpoch11Attack GalleonEpoch10Size],All
FightingSailUpgradeEpoch6,FightingSail,"""Unit""",6,2580,10,173,10,3,90,200,700,0,700,0,700,0,0,0,tx_utn_fightSail6_name,tx_utn_fightSail6_pname,FightingSail_06,,icon_unit_Caravel,[0 0 0 0],0,0,vtt_unit_Caravel,[v_fightingsail_06_sel01],[v_fightingsail_06_com01 v_fightingsail_06_com02],[v_fightingsail_06_com01 v_fightingsail_06_com02 v_fightingsail_06_spe01],[],[FightingSail_Improve_Reset FightingSailEpoch6Attack],All
FightingSailUpgradeEpoch8,FightingSail,"""Unit""",8,2990,12,230,12,3,90,200,700,0,700,0,0,700,0,0,tx_utn_fightSail8_name,tx_utn_fightSail8_pname,FightingSail_08,,icon_unit_ShipOfTheLine,[0 0 0 0],0,0,vtt_unit_ShipOfTheLine,[v_fightingsail_08_sel01],[v_fightingsail_08_com01 v_fightingsail_08_com02],[v_fightingsail_08_com01 v_fightingsail_08_com02 v_fightingsail_08_spe01],[],[FightingSail_Improve_Reset FightingSailEpoch8Attack FightingSailEpoch8Size],All
FightingSailUpgradeEpoch9,FightingSail,"""Unit""",9,3650,13,270,13,3,90,200,700,0,700,0,0,700,0,0,tx_utn_fightSail8_name,tx_utn_fightSail8_pname,FightingSail_09,,icon_unit_ShipOfTheLine,[0 0 0 0],0,0,vtt_unit_ShipOfTheLine,[v_fightingsail_10_sel01],[v_fightingsail_10_com01 v_fightingsail_10_com02],[v_fightingsail_10_com01 v_fightingsail_10_com02 v_fightingsail_10_spe01],[],[FightingSail_Improve_Reset FightingSailEpoch9Attack FightingSailEpoch9Size],All
FightingSailUpgradeEpoch10,FightingSail,"""Unit""",10,4100,15,330,15,3,90,200,700,0,700,0,0,0,700,0,tx_utn_fightSail10_name,tx_utn_fightSail10_pname,FightingSail_10,,icon_unit_Yoshino1900,[0 0 0 0],0,0,vtt_unit_IronClad,[v_fightingsail_10_sel01],[v_fightingsail_10_com01 v_fightingsail_10_com02],[v_fightingsail_10_com01 v_fightingsail_10_com02 v_fightingsail_10_spe01],[],[FightingSail_Improve_Reset FightingSailEpoch10Attack FightingSailEpoch10Size],All
FrigateUpgradeEpoch6,Frigate,"""Unit""",6,2400,10,140,10,3,90,0,600,200,600,300,0,0,0,0,tx_utn_frigate6_name,tx_utn_frigate6_pname,Frigate_06,,icon_unit_Barque,[0 0 0 0],0,0,vtt_unit_Barque,[v_frigate_06_sel01],[v_frigate_06_com01 v_frigate_06_com02],[v_frigate_06_com01 v_frigate_06_com02 v_frigate_06_spe01],[],[Frigate_Improve_Reset FrigateEpoch6Attack],All
FrigateUpgradeEpoch8,Frigate,"""Unit""",8,2700,11,170,11,3,90,0,600,200,600,0,600,0,0,0,tx_utn_frigate8_name,tx_utn_frigate8_pname,Frigate_08,,icon_unit_Privateer,[0 0 0 0],0,0,vtt_unit_Privateer,[v_frigate_08_sel01],[v_frigate_08_com01 v_frigate_08_com02],[v_frigate_08_com01 v_frigate_08_com02 v_frigate_08_spe01],[],[Frigate_Improve_Reset FrigateEpoch8Attack],All
FrigateUpgradeEpoch9,Frigate,"""Unit""",9,3100,12,210,12,3,90,0,600,200,600,0,600,0,0,0,tx_utn_frigate10_name,tx_utn_frigate10_pname,Frigate_09,,icon_unit_Frigate,[0 0 0 0],0,0,vtt_unit_Frigate,[v_frigate_10_sel01],[v_frigate_10_com01 v_frigate_10_com02],[v_frigate_10_com01 v_frigate_10_com02 v_frigate_10_spe01],[],[Frigate_Improve_Reset FrigateEpoch10Attack],All
FrigateUpgradeEpoch10,Frigate,"""Unit""",10,3500,14,290,14,3,90,0,600,200,600,0,0,600,0,0,tx_utn_frigate10_name,tx_utn_frigate10_pname,Frigate_10,,icon_unit_origFrigate,[0 0 0 0],0,0,vtt_unit_Frigate,[v_frigate_10_sel01],[v_frigate_10_com01 v_frigate_10_com02],[v_frigate_10_com01 v_frigate_10_com02 v_frigate_10_spe01],[],[Frigate_Improve_Reset FrigateEpoch10Attack],All
SubmarineUpgradeEpoch11,Submarine,"""Unit""",11,4200,17,420,17,3,90,0,1100,0,950,0,0,1000,1100,0,tx_utn_SubMarine11_name,tx_utn_SubMarine11_pname,Submarine_11,,icon_unit_Submarine_11,[0 0 0 0],0,0,vtt_unit_Submarine,[v_Submarine_11_sel01],[v_Submarine_11_com01 v_Submarine_11_com02],[v_Submarine_11_com01 v_Submarine_11_com02 v_Submarine_11_spe01],[],[Submarine_Improve_Reset SubmarineEpoch11Attack],All
